id,address,at_street,description,latitude,longitude,municipality,name,on_street
"94323",,"Pleasant Street",,"42.46248","-70.950662","Lynn","Tremont St opp St Mary's High School","Tremont Street"
"30631",,"Hancock Street",,"42.280834","-71.035756","Quincy","Newport Ave @ Hancock St","Newport Avenue Extension"
"9983",,"Charles Street South",,"42.351039","-71.066798","Boston","Stuart St @ Charles St S","Stuart Street"
"49796",,,,"42.518416","-71.248142","Bedford","3 Oak Park Dr","Oak Park Drive"
"1029",,"Commonwealth Avenue",,"42.338312","-71.153451","Boston","Chestnut Hill Ave @ Commonwealth Ave","Chestnut Hill Avenue"
"9070003",,"Green Street","Green Street - Orange Line Oak Grove Shuttle - Amory St @ Green St","42.310935","-71.106623","Boston","Green Street - Amory St @ Green St","Amory Street"
"81688",,"Hazelhurst Avenue",,"42.363127","-71.225457","Newton","Waltham St @ Hazelhurst Ave","Waltham Street"
"5784",,"Veterans Of Foreign Wars Parkway",,"42.410007","-70.998887","Revere","Beach St @ VFW Pkwy","Beach Street"
"door-NEC-1891-barton",,,"Pawtucket/Central Falls - Barton St, Pick-up/Drop-off","41.87849","-71.392761","Pawtucket","Pawtucket/Central Falls - Barton St, Pick-up/Drop-off",
"6166",,"Station Road",,"42.497371","-70.8949","Salem","Loring Ave @ Monroe Rd","Loring Avenue"
"place-MM-0219","30 Riverside Ave, Brockton, MA 02301",,,"42.060951","-71.011004","Brockton","Campello",
"3455",,"Farrington Street",,"42.264068","-71.02157","Quincy","Beale St @ Farrington St","Beale Street"
"1111",,"Hano Street",,"42.353931","-71.136365","Boston","Cambridge St opp Hano St","Cambridge Street"
"5629",,"Clyde Street",,"42.406284","-71.029419","Chelsea","Garfield Ave @ Clyde St","Garfield Avenue"
"11408",,"Columbia Street",,"42.372801","-71.094184","Cambridge","Cambridge St @ Columbia St","Cambridge Street"
"5676",,"Lynn Street",,"42.389569","-71.03218","Chelsea","Central Ave @ Lynn St","Central Avenue"
"9145",,"Arden Road",,"42.431377","-71.130914","Medford","Winthrop St @ Playstead Rd","Winthrop Street"
"21174",,"Massachusetts Avenue",,"42.358309","-71.098379","Cambridge","Vassar St opp Pacific St Extension","Vassar Street"
"7918",,"Hibbert Street",,"42.425431","-71.192893","Lexington","Massachusetts Ave @ Hibbert St - Arlington Line","Massachusetts Avenue"
"node-831-platform",,,"JFK/UMass - Bottom of elevator between Ashmont, Alewife platform and lobby","42.32056","-71.052477","Boston","JFK/UMass",
"4544",,"Clark Street",,"42.494051","-70.933686","Salem","Highland Ave opp Walmart","Highland Avenue"
"node-430-landing",,,"Kenmore - Bottom of busway escalator",,,"Boston","Kenmore",
"2570",,"Caldwell Avenue",,"42.378575","-71.104944","Somerville","Washington St @ Caldwell Ave","Washington Street"
"node-NBM-0374-northramp-platform",,,"East Taunton - Bottom of ramp between platform and pedestrian bridge","41.86904","-71.062767","Taunton","East Taunton",
"9070039",,"Sudbury Street","Government Center - Shuttle - Cambridge St @ Sudbury St","42.360756","-71.06064","Boston","Government Center - Cambridge St @ Sudbury St","Cambridge Street"
"WR-0075-B2",,"Belmont Street","Melrose Highlands - Commuter Rail Shuttle - Nason Dr @ Belmont St","42.469786","-71.068366","Melrose","Melrose Highlands - Nason Dr @ Belmont St","Nason Drive"
"5212",,"Gilmore Terrace",,"42.282123","-71.150495","Boston","230 Park St opp Gilmore Terr","Park Street"
"1430",,"Cambridge Street",,"42.375048","-71.11234","Cambridge","Felton St @ Cambridge St","Felton Street"
"8196",,"Commonwealth Avenue",,"42.338661","-71.206955","Newton","Walnut St @ Commonwealth Ave","Walnut Street"
"DB-2222-01",,,"Blue Hill Avenue - Commuter Rail - Track 1 (Outbound)","42.271466","-71.095782","Boston","Blue Hill Avenue",
"3136",,"Hummock Road",,"42.286979","-71.023727","Quincy","E Squantum St @ Hummock Rd","East Squantum Street"
"door-dwnxg-summereast",,,"Downtown Crossing - Summer St, Washington St","42.355369","-71.060192","Boston","Downtown Crossing - Summer St, Washington St",
"113",,"Causeway Street",,"42.364737","-71.062198","Boston","Portland St @ Causeway St","Portland Street"
"1710",,"Johnston Road",,"42.287168","-71.090663","Boston","Blue Hill Ave @ Johnston Rd","Blue Hill Avenue"
"4292",,"Forest Street",,"42.187707","-71.056582","Randolph","901 N Main St","North Main Street"
"556",,"Charles Street",,"42.299681","-71.065237","Boston","Geneva Ave @ Tonawanda St","Geneva Avenue"
"5476",,"Prentiss Street",,"42.43103","-71.032624","Malden","1332 Eastern Ave opp Prentiss St","Eastern Avenue"
"NEC-2276-03",,,"Back Bay - Commuter Rail - Track 3","42.347283","-71.075312","Boston","Back Bay",
"7169",,"Franklin Place",,"42.545995","-70.879976","Beverly","Cabot St @ Franklin Pl","Cabot Street"
"2913",,"Quincy Street",,"42.311271","-71.070413","Boston","Columbia Rd @ Quincy St","Columbia Road"
"38501",,"Middle Street",,"42.21316","-70.988589","Braintree","Union St @ Middle St","Union Street"
"7641",,"Jewett Street",,"42.355672","-71.191526","Newton","Washington St @ Jewett St","Washington Street"
"door-portr-crtransfer",,,"Porter - Massachusetts Ave (East), Buses","42.388254","-71.119099","Cambridge","Porter - Massachusetts Ave (East), Buses",
"39684",,"Myrtle Street",,"42.221617","-70.995619","Braintree","Middle St opp Myrtle St","Middle Street"
"1172",,"Dale Street",,"42.323568","-71.08928","Boston","Washington St @ Dale St","Washington Street"
"12643",,"Allen Street",,"42.412632","-71.145991","Arlington","Broadway @ Allen St","Broadway"
"4050",,"Truman Drive",,"42.176095","-71.034601","Randolph","North St @ Truman Dr","North Street"
"5823",,"Woods Avenue",,"42.403539","-71.001141","Revere","Revere Beach Pkwy @ Hillside Ave","Revere Beach Parkway"
"52716",,,"Wellington - Busway Berth B3","42.402602","-71.076337","Medford","Wellington","Cooper Street"
"983",,"Pembroke Street",,"42.35292","-71.176534","Newton","Tremont St @ Whittemore Rd","Tremont Street"
"8630",,"Middle Street",,"42.435549","-71.247267","Lexington","Marrett Rd @ Middle St","Marrett Road"
"4539",,"Victory Road",,"42.486702","-70.939477","Lynn","Western Ave @ Victory Rd","Western Avenue"
"node-889-paidbridge",,,"Wood Island - Top of Elevator 889 (within fare control)","42.379769","-71.022991","Boston","Wood Island",
"283",,"Covington Street",,"42.331295","-71.046082","Boston","E 8th St @ Covington St","East Eighth Street"
"node-766-top",,,"Gilman Square - Top of School St Elevator 766","42.388245","-71.097497","Somerville","Gilman Square",
"2923",,"Ellington Street",,"42.302767","-71.084486","Boston","Old Rd @ Ellington St","Old Road"
"38490",,"Bower Road",,"42.226949","-70.99117","Braintree","Elm St @ Bower Rd","Elm Street"
"6902",,"Cambridge Street",,"42.519675","-71.21163","Burlington","Chestnut Ave @ Cambridge St","Chestnut Avenue"
"2620",,"Kent Street",,"42.383976","-71.109672","Somerville","Somerville Ave @ Spring St","Somerville Avenue"
"12853",,"First Avenue",,"42.377067","-71.051157","Boston","Thirteenth St @ Second Ave","Thirteenth Street"
"4905",,"Shelton Road",,"42.468813","-70.898517","Swampscott","Humphrey St opp Shelton Rd","Humphrey Street"
"3306",,"Bicknell Street",,"42.251585","-70.964262","Quincy","Taffrail Rd @ Bicknell St","Taffrail Road"
"5488",,"Timothy Avenue",,"42.414588","-71.048785","Everett","Broadway @ Timothy Ave","Broadway"
"node-harsq-lowerramp-lower",,,"Harvard - Bottom of ramp between main lobby and Lower Busway","42.3735","-71.119516","Cambridge","Harvard",
"node-aport-buswaystairs-bridge",,,"Airport - Top of stairs on unpaid Busway side","42.374005","-71.030161","Boston","Airport",
"node-6-nbplatform",,,"State - Bottom of escalator from Oak Grove platform to State St, Devonshire St",,,"Boston","State",
"1140",,"Highland Street",,"42.324791","-71.097571","Boston","Centre St @ Highland St","Centre Street"
"3035",,"Merrymount Road",,"42.255991","-71.007079","Quincy","Hancock St opp Merrymount Rd","Hancock Street"
"node-north-eastramp-bottom",,,"North Station - Bottom of ramp between Causeway Street east entrance and commuter rail station",,,"Boston","North Station",
"2915",,"Wyola Place",,"42.308461","-71.075087","Boston","Columbia Rd opp Wyola Pl","Columbia Road"
"24581",,"Elm Street",,"42.385969","-71.114294","Somerville","Somerville Ave @ Elm St","Somerville Avenue"
"111648",,"Capen Place",,"42.150599","-71.149245","Canton","Washington St from High St to Church St (FLAG)","Washington Street"
"1399",,,,"42.345878","-71.082894","Boston","Belvidere St @ Huntington Ave","Belvidere Street"
"2457",,"Park Street",,"42.380131","-71.108581","Somerville","Beacon St @ Park St","Beacon Street"
"NB-0080-B3",,,"West Roxbury - Commuter Rail Boston Shuttle - Centre St @ Lagrange St","42.280826","-71.158096","Boston","West Roxbury - Centre St @ Lagrange St",
"1576",,"Mount Pleasant Avenue",,"42.324862","-71.075227","Boston","Blue Hill Ave @ Dudley St","Blue Hill Avenue"
"16126",,"Carol Way",,"42.485134","-70.903734","Salem","1000 Loring Ave","Loring Avenue"
"2217",,"Broadway Court",,"42.373449","-71.111675","Cambridge","454 Broadway","Broadway"
"5445",,"Park Street",,"42.427376","-71.065805","Malden","Salem St @ Park St","Salem Street"
"909",,"Cufflin Street",,"42.351451","-71.173786","Boston","Tremont St @ Cufflin St","Tremont Street"
"door-chhil-bc",,,"Chestnut Hill - Shopping Center, Boston College","42.326808","-71.165473","Newton","Chestnut Hill - Shopping Center, Boston College",
"node-wlsta-lobbyramp-upper",,,"Wollaston - Top of ramp between Newport Avenue and parking lobbies",,,"Quincy","Wollaston",
"FR-0034-02",,,"Porter - Commuter Rail - Track 2 (Boston)","42.3884","-71.119149","Cambridge","Porter",
"node-chels-everettnorth-bottom",,,"Chelsea - Bottom of ramp between Everett Ave and Boston-bound platform","42.397014","-71.040778","Chelsea","Chelsea",
"109826",,"Shirley Street",,"42.381135","-70.975503","Winthrop","Veterans Rd @ Shirley St","Veterans Road"
"6857",,"Verona Street",,"42.48541","-70.950989","Lynn","Euclid Ave @ Verona St","Euclid Avenue"
"NHRML-0152-B",,,"Wilmington - Commuter Rail Shuttle - Parking Lot","42.546948","-71.174367","Wilmington","Wilmington - Parking Lot",
"WML-0364-01",,,"Grafton - Commuter Rail - Track 1 (Outbound)","42.2466","-71.685325","Grafton","Grafton",
"1547",,"Kennard Road",,"42.329502","-71.128441","Brookline","Boylston St @ Kennard Rd","Boylston Street"
"node-portr-crramp-elevator",,,"Porter - Bottom of Commuter Rail platform ramp","42.388198","-71.118998","Cambridge","Porter",
"1135",,"Sheridan Street",,"42.322197","-71.108916","Boston","Centre St @ Sheridan St","Centre Street"
"5436",,"Salem Street",,"42.433625","-71.046151","Malden","Lebanon St @ Salem St","Lebanon Street"
"3539",,"Standish Street",,"42.242902","-70.950907","Weymouth","Bridge St @ Standish St","Bridge Street"
"6645",,,,"42.429768","-70.933042","Nahant","Nahant Rd @ Castle Rd","Nahant Road"
"16365",,"Violante Street",,"42.266439","-71.097192","Boston","River St @ Tesla St","River Street"
"2886",,"Reardon Road",,"42.412236","-71.107564","Medford","Mystic Ave @ Reardon Rd","Mystic Avenue"
"7658",,"Lexington Street",,"42.357795","-71.239495","Newton","River St @ Lexington St","River Street"
"2421",,"Hayes Street",,"42.420311","-71.144557","Arlington","Medford St @ Hayes St","Medford Street"
"38496",,"Hunt Avenue",,"42.218526","-70.994674","Braintree","Middle St @ Hunt Ave","Middle Street"
"4529",,"Park Street",,"42.465838","-70.961555","Lynn","Western Ave @ Park St","Western Avenue"
"node-orhte-ibpaidstairs-bridge",,,"Orient Heights - Top of stairs for Bowdoin","42.386944","-71.00485","Boston","Orient Heights",
"node-399-lobby",,,"South Station - Top of Escalator 399",,,"Boston","South Station",
"7442",,"Chestnut Street",,"42.458849","-70.989327","Saugus","30 Lincoln Ave","Lincoln Avenue"
"node-dwnxg-stair2-ol",,,"Downtown Crossing - Top of stairs between Oak Grove platform and Alewife platform",,,"Boston","Downtown Crossing",
"place-DB-0095","1800 Hyde Park Ave, Hyde Park, MA 02136",,,"42.238405","-71.133246","Boston","Readville",
"node-808-rl",,,"Park Street - Bottom of elevator between Red Line and Government Center & North platform, Winter Street Concourse",,,"Boston","Park Street",
"place-WML-0081","770 Washington St, Newton, MA 02460",,,"42.351702","-71.205408","Newton","Newtonville",
"node-rsmnl-estairs-platform",,,"Reservoir - Bottom of stairs for Park Street & North","42.335076","-71.148542","Brookline","Reservoir",
"131",,,,"42.325569","-71.065959","Boston","Massachusetts Ave opp Newmarket Station","Massachusetts Avenue"
"door-mgngl-lowell",,,"Magoun Square - Lowell St","42.39323","-71.106048","Somerville","Magoun Square - Lowell St",
"11860",,"South Conway Street",,"42.287257","-71.132156","Boston","Robert St @ Belgrade Ave","Robert Street"
"38391",,"Unnamed Road",,"42.240337","-70.983788","Quincy","Southern Artery @ Presidential Dr","Southern Artery"
"12862",,"Fourth Avenue",,"42.37809","-71.052029","Boston","Thirteenth St @ Fifth Ave","Thirteenth Street"
"node-sdmnl-pibstair-platform",,,"Suffolk Downs - Bottom of stairs for Bowdoin platform","42.390644","-70.997215","Boston","Suffolk Downs",
"node-867-lobby",,,"Broadway - Top of platform elevator",,,"Boston","Broadway",
"319",,"Kimball Street",,"42.304333","-71.059214","Boston","Dorchester Ave @ Ellet St","Dorchester Avenue"
"15002",,"Governors Avenue",,"42.418763","-71.111446","Medford","High St @ Bradlee Rd","High Street"
"4038",,"Armstrong Circle",,"42.195442","-71.027997","Braintree","531 Pond St","Pond Street"
"DB-2205-01",,,"Fairmount - Commuter Rail - Track 1 (Outbound)","42.253638","-71.11927","Boston","Fairmount",
"24621",,,,"42.393584","-71.134038","Cambridge","Rindge Ave @ Clay St","Rindge Avenue"
"5480",,"Sheafe Street",,"42.42781","-71.041174","Malden","Broadway @ Sheafe St","Broadway"
"5374",,"Madison Street",,"42.42307","-71.067331","Malden","Main St @ Madison St","Main Street"
"9231",,"Melrose Street",,"42.463144","-71.061844","Melrose","Main St @ Short St","Main Street"
"6150",,"Elm Place",,"42.476308","-70.920587","Swampscott","Essex St @ Elm Pl","Essex Street"
"node-WML-0091-ebwasstairs-bottom",,,"West Newton - Bottom of stairs for Washington St (East)","42.347983","-71.228852","Newton","West Newton",
"5210",,"Saville Street",,"42.279556","-71.146643","Boston","Park St @ Saville St","Park Street"
"node-354-bottom",,,"Alewife - Bottom of Escalator 354 from concourse to second floor of garage","42.395876","-71.141264","Cambridge","Alewife",
"4082",,"King Hill Road",,"42.198972","-71.025935","Braintree","Granite St @ Pond St","Granite Street"
"14612",,"Appleton Street",,"42.550151","-70.921895","Danvers","Water St opp Appleton St","Water Street"
"1276",,"Beacon Street",,"42.339516","-71.135747","Brookline","Washington St @ Beacon St","Washington Street"
"9070073",,"Lindall Place","Charles/MGH - Red Line Ashmont/Braintree Shuttle - Cambridge St @ Lindall Pl","42.361018","-71.069163","Boston","Charles/MGH - Cambridge St @ Lindall Pl","Cambridge Street"
"1290",,,,"42.338497","-71.129184","Brookline","Washington St opp Gardner Rd","Washington Street"
"3038",,,,"42.2516","-71.003123","Quincy","1250 Hancock St","Washington Street"
"GB-0229-02",,,"Beverly Farms - Commuter Rail - Track 2 (Boston)","42.561651","-70.811405","Beverly","Beverly Farms",
"node-944-platform",,,"Malden Center - Top of Commuter Rail platform elevator","42.426915","-71.074049","Malden","Malden Center",
"node-405-street",,,"Aquarium - Top of escalator from Atlantic Avenue to lobby",,,"Boston","Aquarium",
"3616",,"Standish Street",,"42.243008","-70.950785","Weymouth","Bridge St @ Newton St","Bridge Street"
"6258",,"Keayne Street",,"42.424618","-71.018841","Revere","Malden St @ Keayne St","Malden Street"
"8826",,"Rangley Road",,"42.375825","-71.213128","Waltham","Main St @ Brigham Rd","Main Street"
"2101",,"Sycamore Street",,"42.386537","-71.186867","Belmont","Trapelo Rd @ Sycamore St","Trapelo Road"
"place-WR-0329","1 Washington Ave, Haverhill, MA 01832",,,"42.773474","-71.086237","Haverhill","Haverhill",
"7559",,"Vine Street",,"42.456009","-71.021073","Saugus","Essex St opp Vine St","Essex Street"
"517",,"Armandine Street",,"42.284619","-71.071429","Boston","Washington St opp Armandine St","Washington Street"
"door-nqncy-newport",,,"North Quincy - Newport Ave Extension","42.276483","-71.031184","Quincy","North Quincy - Newport Ave Extension",
"6130",,"Stetson Avenue",,"42.480674","-70.915242","Swampscott","Essex St @ Stetson Ave","Essex Street"
"node-341-platform",,,"Davis - Bottom of Escalator 341",,,"Somerville","Davis",
"6283",,"Lawrence Street",,"42.433158","-71.027677","Malden","Beach St @ Lawrence St","Beach Street"
"1190",,"Seattle Street",,"42.35889","-71.123853","Boston","Cambridge St @ Seattle St","Cambridge Street"
"6131",,"Boulder Way",,"42.479565","-70.91647","Swampscott","262 Essex St","Essex Street"
"111796",,"Wildwood Drive",,"42.165614","-71.142813","Canton","Washington St from Chapman St to Lewis St (FLAG)","Washington Street"
"8247",,"Revere Road",,"42.470722","-71.180326","Woburn","Cambridge Rd @ Revere Rd","Cambridge Street"
"6638",,"Winter Street",,"42.42561","-70.918373","Nahant","Nahant Rd @ Winter St","Nahant Road"
"3877",,"Highland Avenue",,"42.192026","-71.006572","Braintree","Hancock St @ Highland Ave","Hancock Street"
"6417",,"Dana Avenue",,"42.249906","-71.122439","Boston","Truman Hwy @ Dana Ave","Truman Highway"
"node-crtst-ssexitstair-lobby",,,"Courthouse - Top of stairs for exit-only gates from South Station platform",,,"Boston","Courthouse",
"node-jaksn-farepaid",,,"Jackson Square - Paid side of fare gates",,,"Boston","Jackson Square",
"4804",,"State Street",,"42.50548","-70.84917","Marblehead","Washington St @ State St","Washington Street"
"7800",,"Washington Street",,"42.355015","-71.195754","Newton","Adams St @ Washington St","Adams Street"
"8165",,"Otis Street",,"42.347979","-71.206604","Newton","Walnut St opp Otis St","Walnut Street"
"node-tumnl-tresbstairs-platform",,,"Tufts Medical Center - Bottom of stairs for Forest Hills, Tremont Street",,,"Boston","Tufts Medical Center",
"6313",,"Clewley Road",,"42.425758","-71.134967","Medford","Playstead Rd opp Clewley Rd","Playstead Road"
"15977",,"Melbourne Avenue",,"42.454319","-71.076884","Melrose","Wyoming Ave @ Whittier St","West Wyoming Avenue"
"4702",,"Blossom Street",,"42.458034","-70.949363","Lynn","333 Lynnway","Lynnway"
"1228",,"Hammond Street",,"42.337226","-71.084022","Boston","Tremont St @ Hammond St","Tremont Street"
"2167",,"Harvard Street",,"42.372618","-71.115132","Cambridge","Quincy St @ Harvard St","Quincy Street"
"4481",,"West Colony Road",,"42.479081","-70.947211","Lynn","Western Ave @ Cross St","Western Avenue"
"70005",,,"Stony Brook - Orange Line - Oak Grove","42.317062","-71.104248","Boston","Stony Brook",
"4318",,"Roselin Avenue",,"42.249747","-71.012464","Quincy","Whitwell St @ Roselin Ave","Whitwell Street"
"3716",,"Edgemont Road",,"42.227189","-70.969541","Braintree","155 Quincy Ave","Quincy Avenue"
"12376",,"Orchard Street",,"42.413057","-71.120846","Medford","Winthrop St @ Orchard St","Winthrop Street"
"2424",,"Warren Street",,"42.416503","-71.148382","Arlington","Medford St opp Warren St","Medford Street"
"49220",,,,"42.440859","-71.067758","Melrose","Main St opp Oak Grove Ave","Main Street"
"5460",,"Salem Place",,"42.430118","-71.059667","Malden","Salem St @ Salem Pl","Salem Street"
"8465",,"Crescent Avenue",,"42.489127","-71.278935","Bedford","South Rd @ Crescent Ave","South Road"
"4510",,"Court Street",,"42.360043","-71.0598","Boston","Cambridge St @ Government Ctr Sta","Cambridge Street"
"3677",,"Putnam Street",,"42.217169","-70.932572","Weymouth","617 Broad St","Broad Street"
"70170",,,"Newton Centre - Green Line - Park Street & North","42.329552","-71.192024","Newton","Newton Centre",
"node-823-platform",,,"Park Street - Top of elevator between Copley & West platform and passageway to Government Center & North",,,"Boston","Park Street",
"7906",,"Vaille Avenue",,"42.45978","-71.238466","Lexington","Bedford St @ Vaille Ave","Bedford Street"
"FRS-0054-S",,,"Freetown - Commuter Rail - Track 1 (All Trains)","41.773482","-71.091052","Freetown","Freetown",
"70206",,,"North Station - Green Line - Copley & West","42.36528","-71.060205","Boston","North Station",
"224",,,,"42.359101","-71.051566","Boston","Atlantic Ave @ State St-Marriott Hotel","Atlantic Avenue"
"node-rugg-olnstairs-platform",,,"Ruggles - Bottom of Orange Line north platform stairs",,,"Boston","Ruggles",
"3923",,"Washington Street",,"42.195516","-71.005134","Braintree","Hancock St @ Washington St","Hancock Street"
"4720",,"Lee Burbank Highway",,"42.394796","-71.010742","Boston","McClellan Highway opp Tomasello Way","McClellan Highway"
"node-383-lobby",,,"North Quincy - Top of escalator from Newport Avenue to lobby","42.276383","-71.031055","Quincy","North Quincy",
"GB-0229",,,"Beverly Farms - Commuter Rail","42.561651","-70.811405","Beverly","Beverly Farms",
"2586",,"Hancock Street",,"42.389739","-71.117202","Somerville","Elm St @ Porter Sq Shopping Ctr","Elm Street"
"970",,"Sparhawk Street",,"42.350124","-71.147347","Boston","Cambridge St @ Sparhawk St","Cambridge Street"
"3286",,"Samosett Avenue",,"42.26112","-70.993686","Quincy","Sea St @ Samoset Ave","Sea Street"
"465",,"Harvard Avenue",,"42.301053","-71.076167","Boston","Washington St @ Vassar St","Washington Street"
"7738",,"Bonita Street",,"42.362918","-71.225421","Newton","Waltham St @ Bonita St","Waltham Street"
"10413",,"Dixwell Street",,"42.314898","-71.097377","Boston","Columbus Ave @ Weld Ave - Egleston Sq","Columbus Avenue"
"2151",,,,"42.389598","-71.148417","Cambridge","Concord Ave opp Moulton St","Concord Avenue"
"8678",,"Warren Street",,"42.374546","-71.210485","Waltham","Main St opp Warren St - Watertown Line","Main Street"
"5081",,"Fellsway East",,"42.430243","-71.082798","Malden","Savin St @ Fellsway E","Savin Street"
"89413",,"Readville Street",,"42.244089","-71.133986","Boston","Neponset Valley Parkway @ Readville St","Neponset Valley Parkway"
"5086",,"McCormack Street",,"42.435727","-71.085425","Malden","Highland Ave @ McCormack St","Highland Avenue"
"4665",,"Margin Street",,"42.543304","-70.919618","Danvers","Opp 176 Water St","Water Street"
"39675",,"Penns Hill Road",,"42.233273","-70.996388","Quincy","Franklin St @ Penns Hill Rd","Franklin Street"
"door-WML-0091-wbwas",,,"West Newton - Washington St (West)","42.347664","-71.232233","Newton","West Newton - Washington St (West)",
"3985",,"Woodlawn Avenue",,"42.123766","-71.012296","Holbrook","1002 S Franklin St","South Franklin Street"
"place-ER-0117","11 Ellis St, Lynn, MA 01902",,,"42.46529","-70.940434","Lynn","Lynn Interim",
"293",,"B Street",,"42.338194","-71.05677","Boston","W 7th @ B Street","West Seventh Street"
"node-wtcst-ibstairs-platform",,,"World Trade Center - Bottom of inbound platform stairs",,,"Boston","World Trade Center",
"47619",,"Neponset Street",,"42.207811","-71.193171","Norwood","Washington St @ Neponset St","Washington Street"
"24490",,"Scouting Way",,"42.369251","-71.100745","Cambridge","Broadway @ Prospect St","Broadway"
"4667",,,,"42.532259","-70.912682","Salem","North St @ Highland St","North Street"
"185",,,"Mattapan - North Busway","42.267715","-71.092067","Boston","Mattapan",
"3781",,"Hancock Street",,"42.202279","-71.004953","Braintree","Pearl St @ Washington St","Pearl Street"
"2841",,"Sullivan Square",,"42.384402","-71.072681","Boston","529 Main St","Main Street"
"3133",,"Atlantic Street",,"42.283874","-71.024522","Quincy","E Squantum St @ Atlantic St","East Squantum Street"
"4007",,"Adams Street",,"42.150187","-71.008309","Holbrook","S Franklin St opp Adams St","South Franklin Street"
"49946",,,,"42.509944","-71.243841","Bedford","Opp 28-30 Crosby Dr","Crosby Drive"
"415",,"Franklin Park Service Road",,"42.303293","-71.08537","Boston","Blue Hill Ave @ Franklin Park Rd","Blue Hill Avenue"
"9170168",,"Lincoln Street","Newton Highlands - Green Line Shuttle - Walnut St @ Lincoln St","42.32166","-71.206241","Newton","Newton Highlands - Walnut St @ Lincoln St","Walnut Street"
"node-sstat-398stair-sl",,,"South Station - Top of stairs for Alewife",,,"Boston","South Station",
"node-mlmnl-commstair-bus",,,"Malden Center - Bottom of stairs from Commercial Street","42.426846","-71.074036","Malden","Malden Center",
"node-304-bottom",,,"North Station - Bottom of Escalator 304 from Oak Grove platform to Valenti Way lobby","42.365137","-71.059882","Boston","North Station",
"node-belsq-crosswalk-southsta",,,"Bellingham Square - South Station-bound end of crosswalk","42.395491","-71.034186","Chelsea","Bellingham Square",
"109836",,"Pleasant Street",,"42.38247","-70.991716","Winthrop","Main St @ Pleasant St","Main Street"
"node-914-lobby",,,"Aquarium - Top of elevator between Bowdoin platform and State Street",,,"Boston","Aquarium",
"56732",,,,"42.46602","-70.984499","Lynn","Lynn Classical High School",
"25800",,"Mercer Street",,"42.33154","-71.049154","Boston","E 8th St @ Mercer St","East Eighth Street"
"26495",,"Ashmore Road",,"42.292513","-71.117909","Boston","Hyde Park Ave opp Eldridge Rd","Hyde Park Avenue"
"2354",,"Highland Avenue",,"42.409611","-71.174129","Arlington","West Service Rd @ Highland Ave","Frontage Road"
"10425",,,,"42.274382","-71.116781","Boston","Opp 950 American Legion Hwy","American Legion Highway"
"4601",,"Mason Street",,"42.52615","-70.900323","Salem","North St opp Mason St","North Street"
"39688",,"Townsend Avenue",,"42.216533","-70.990581","Braintree","Middle St @ Marshall St","Middle Street"
"3828",,"Winthrop Park",,"42.243727","-70.989852","Quincy","South St opp Winthrop Pk","South Street"
"15649",,"Lafayette Avenue",,"42.402415","-71.033439","Chelsea","Summit Ave @ Lafayette Ave","Summit Avenue"
"2159",,"Huron Avenue",,"42.382321","-71.130977","Cambridge","Concord Ave @ Huron Ave","Concord Avenue"
"node-symcl-wb-midbottom",,,"Symphony - Bottom of stairs for entrances",,,"Boston","Symphony",
"4177",,,,"42.18317","-71.053734","Randolph","N Main St opp Francis Dr","North Main Street"
"node-knncl-frontsbstair-platform",,,"Kendall/MIT - Stairs platform level",,,"Cambridge","Kendall/MIT",
"8632",,"Bridge Street",,"42.434256","-71.241256","Lexington","Marrett Rd @ Spring St","Marrett Road"
"7541",,"Mingo Street",,"42.434659","-71.038524","Malden","Broadway opp Mingo St","Broadway"
"70003",,,"Green Street - Orange Line - Oak Grove","42.309796","-71.107988","Boston","Green Street",
"7206",,"Magnolia Avenue",,"42.487216","-70.9556","Lynn","Euclid Ave @ Magnolia Ave","Euclid Avenue"
"node-925-lobby",,,"Aquarium - Bottom of elevator between lobby and Atlantic Avenue",,,"Boston","Aquarium",
"68618",,"Bryant Street",,"42.245904","-71.174729","Dedham","450 Washington St","Washington Street"
"WR-0325-B",,,"Bradford - Commuter Rail Shuttle - Parking Lot","42.766954","-71.088467","Haverhill","Bradford - Parking Lot",
"395",,"Walnut Avenue",,"42.323909","-71.082602","Boston","Warren St @ Whiting St","Warren Street"
"place-FR-0167","160 Lincoln Rd, Lincoln, MA 01773",,,"42.413641","-71.325512","Lincoln","Lincoln",
"9049",,"First Street",,"42.411446","-71.079138","Medford","Middlesex Ave @ First St","Middlesex Avenue"
"7827",,"Islington Road",,"42.347185","-71.252981","Newton","Commonwealth Ave @ Islington Rd","Commonwealth Avenue"
"3395",,"Adams Street",,"42.255874","-71.032785","Quincy","Robertson St @ Adams St","Robertson Street"
"2461",,"Pemberton Street",,"42.392609","-71.125474","Cambridge","Rindge Ave @ Massachusetts Ave","Rindge Avenue"
"CM-0564-S",,,"Bourne - CapeFLYER - Track 1 (All Trains)","41.746497","-70.588772","Bourne","Bourne",
"5968",,,,"42.43999","-71.07153","Malden","377 Washington St","Washington Street"
"11587",,"Pierpoint Road",,"42.305236","-71.094725","Boston","Circuit Dr @ Glen Ln","Jewish War Veterans Drive"
"322",,"Busway",,"42.299071","-71.064001","Boston","Geneva Ave opp Vinson St","Geneva Avenue"
"node-prmnl-921ramp-platform",,,"Prudential - Bottom of ramp for elevator",,,"Boston","Prudential",
"6321",,"Essex Street",,"42.420742","-71.119922","Medford","238 High St opp Essex St","High Street"
