id,address,at_street,description,latitude,longitude,municipality,name,on_street
"7954",,"Candia Street",,"42.425213","-71.168978","Allston","Washington St @ Candia St","Washington Street"
"7578",,,,"42.383979","-71.210523","Waltham","Beaver St @ Waverley Oaks Rd","Beaver Street"
"2231",,,,"42.362498","-71.085841","Cambridge","Main St @ Kendall Station - Red Line","Main Street"
"1521",,,,"42.33851","-71.107918","Boston","Brookline Ave @ Longwood Ave","Brookline Avenue"
"2329",,"Radcliffe Road",,"42.409","-71.174303","Belmont","East Service Rd @ Radcliffe Rd","Frontage Road"
"node-dwnxg-stair14-lobby",,,"Downtown Crossing - Bottom of stairs between lobby and Washington Street at Summer Street",,,"Boston","Downtown Crossing",
"9187",,"Forest Street",,"42.484184","-71.06779","Wakefield","Main St @ Forest St","Main Street"
"11613",,"Washington Street",,"42.267432","-71.149989","Boston","W Boundary Rd @ Washington St","West Boundary Road"
"17922",,"Park Avenue",,"42.424244","-71.183186","Arlington","Massachusetts Ave @ Park Ave","Massachusetts Avenue"
"8160",,"Homer Street",,"42.335913","-71.207072","Newton","Walnut St @ Homer St","Walnut Street"
"6218",,"Cedar Avenue",,"42.412495","-71.181987","Arlington","Park Ave @ Cedar Ave","Park Avenue"
"8492",,"Meadowbrook Road",,"42.305245","-71.19376","Newton","Dedham St @ Meadowbrook Rd","Dedham Street"
"node-spmnl-ofarepaid",,,"Science Park/West End - Paid side of fare gates","42.36666","-71.067927","Boston","Science Park/West End",
"door-alfcl-alewifes",,,"Alewife - Alewife Path South","42.395753","-71.141256","Cambridge","Alewife - Alewife Path South",
"node-712-platform",,,"Orient Heights - Bottom of Elevator 712","42.386992","-71.004863","Boston","Orient Heights",
"7249",,"Maple Street",,"42.473666","-70.952218","Lynn","Western Ave @ Bayview Ave","Western Avenue"
"8575",,"Bayrd Street",,"42.441169","-71.031296","Malden","Broadway @ Trueman Dr","Broadway"
"5656",,"Lynn Street",,"42.389371","-71.031916","Chelsea","Central Ave @ Lynn St","Central Avenue"
"70159",,,"Boylston - Green Line - Copley & West","42.353214","-71.064545","Boston","Boylston",
"2515",,"Lincoln Street",,"42.371052","-71.09398","Cambridge","Windsor St @ Lincoln St","Windsor Street"
"5251",,"Hewlett Street",,"42.292235","-71.138693","Boston","1467 Centre St opp Hewlett St","Centre Street"
"GB-0296-B2",,,"West Gloucester - Commuter Rail Shuttle - Parking Lot","42.611957","-70.70535","Gloucester","West Gloucester - Parking Lot",
"58",,"Harrison Avenue",,"42.334948","-71.074931","Boston","Massachusetts Ave @ Harrison Ave","Massachusetts Avenue"
"node-sull-nbstairs-lobby",,,"Sullivan Square - Top of stairs for Oak Grove",,,"Boston","Sullivan Square",
"1936",,"Spalding Street",,"42.303741","-71.114635","Boston","South St @ Spalding St","South Street"
"node-wlsta-newpramp-middle",,,"Wollaston - Top of ramp between lobby and Newport Avenue",,,"Quincy","Wollaston",
"4710",,"Tobin Avenue",,"42.437627","-70.970489","Revere","N Shore Rd @ Tobin Ave","North Shore Road"
"door-masta-camden",,,"Massachusetts Avenue - Camden St","42.340379","-71.084763","Boston","Massachusetts Avenue - Camden St",
"3831",,"Southern Artery",,"42.24345","-70.98392","Quincy","South St @ Southern Artery","South Street"
"1816",,"Green Street",,"42.363303","-71.101948","Cambridge","Brookline St @ Green St","Brookline Street"
"18924",,,,"42.406948","-71.25671","Waltham","404 Wyman St","Wyman Street"
"PB-0281-B0",,,"Halifax - Commuter Rail Shuttle - Parking Lot","42.01456","-70.82424","Halifax","Halifax - Parking Lot",
"12439",,"Clary Street",,"42.37378","-71.097963","Cambridge","Prospect St @ Cambridge St","Prospect Street"
"node-384-top",,,"North Station - Top of Escalator 384 from Valenti Way lobby to Valenti Way entrance","42.364682","-71.059652","Boston","North Station",
"15984",,"Marble Street",,"42.47412","-71.100667","Stoneham","Main St @ Summer St","Main Street"
"7854",,"Bridge Street",,"42.365127","-71.204205","Newton","California St @ Bridge St","California Street"
"node-lech-obrienstairs-top",,,"Lechmere - Top of stairs for O'Brien Hwy","42.370861","-71.075629","Cambridge","Lechmere",
"9114",,"Clark Street",,"42.459212","-71.139961","Winchester","757 Main St","Main Street"
"325",,"Dorchester Avenue",,"42.298197","-71.060956","Boston","Park St Busway @ Dorchester Ave","Busway"
"place-ER-0168","252 Bridge St, Salem, MA 01970",,,"42.524792","-70.895876","Salem","Salem",
"node-state-olnbplatformstairssec-nbplatform",,,"State - Bottom of stairs between Oak Grove platform and Wonderland platform, Forest Hills passageway",,,"Boston","State",
"3874",,"Washington Street",,"42.195353","-71.005366","Braintree","Hancock St @ Washington St","Hancock Street"
"7582",,"Lynn Fells Parkway",,"42.471996","-71.035076","Saugus","Main St @ Lynn Fells Pkwy","Main Street"
"135",,"Pond Street",,"42.319947","-71.059926","Boston","Columbia Rd @ Pond St","Columbia Road"
"4046",,"Pictun Road",,"42.179659","-71.029679","Randolph","North St @ Pictun Rd","North Street"
"5923",,"East Street",,"42.458977","-71.048852","Melrose","Upham St @ East St","Upham Street"
"5505",,"Broadway",,"42.392843","-71.068478","Boston","173 Alford St","Alford Street"
"41",,"L Street",,"42.335658","-71.035628","Boston","E Broadway @ L St","East Broadway"
"3321",,"Wilgus Road",,"42.258773","-70.975882","Quincy","Palmer St opp Wilgus Rd","Palmer Street"
"5542",,"Irving Street",,"42.413145","-71.023808","Revere","Park Ave @ Irving St","Park Avenue"
"node-pktrm-ebupassstairs-platform",,,"Park Street - Top of elevator between Government Center & North side platform and passageway to Copley & West",,,"Boston","Park Street",
"3117",,"Holbrook Road",,"42.267541","-71.03649","Quincy","Harvard St @ Holbrook Rd.","Harvard Street"
"place-FB-0275","75 Depot St, Franklin, MA 02038",,,"42.083238","-71.396102","Franklin","Franklin",
"3259",,"Manet Avenue",,"42.267693","-70.956944","Quincy","Sea St @ Manet Ave","Sea Street"
"2752",,"Flint Street",,"42.384718","-71.088713","Somerville","Cross St @ Flint St","Cross Street"
"77",,"Marlborough Street",,"42.34995","-71.089148","Boston","Massachusetts Ave @ Marlborough St","Massachusetts Avenue"
"608",,"West Roxbury Parkway",,"42.275418","-71.140573","Boston","Washington St @ W Roxbury Pkwy","Washington Street"
"ER-0276-S",,,"Ipswich - Commuter Rail - Track 1 (All Trains)","42.676921","-70.840589","Ipswich","Ipswich",
"8212",,"Elliot Street",,"42.312554","-71.221176","Newton","Oak St @ Elliot St","Oak Street"
"node-sstat-411stair-sl",,,"South Station - Bottom of stairs for SL1/SL2/SL3 platform",,,"Boston","South Station",
"node-357-bottom",,,"Alewife - Bottom of Escalator 357 from second floor of garage to fifth floor of garage","42.395816","-71.140942","Cambridge","Alewife",
"1168",,"Townsend Street",,"42.319958","-71.094067","Boston","Washington St @ Townsend St","Washington Street"
"1056",,"Fairmont Street",,"42.362565","-71.112387","Cambridge","River St @ Fairmont St","River Street"
"7632",,"Harvard Street",,"42.352639","-71.202328","Newton","Washington St @ Harvard St","Washington Street"
"6281",,"Stark Avenue",,"42.417758","-71.010387","Revere","Malden St opp Stark Ave","Malden Street"
"7818",,"Woerd Avenue",,"42.361044","-71.245653","Waltham","Rumford Ave @ Woerd Ave","Rumford Avenue"
"6376",,"Metropolitan Avenue",,"42.260492","-71.115601","Boston","River St @ Metropolitan Ave","River Street"
"190",,"State Street",,"42.358789","-71.056733","Boston","Congress St @ State St","Congress Street"
"node-307-platform",,,"Sullivan Square - Bottom of Escalator 307",,,"Boston","Sullivan Square",
"place-NB-0109","Great Plain Ave and Broad Meadow Rd, Needham, MA 02492",,,"42.275648","-71.215528","Needham","Hersey",
"2478",,"Lake Street",,"42.402279","-71.15773","Belmont","Lake St @ Rt 2 East on Ramp","Ramp - Lake Street To Rt 2 Eastbound"
"node-858-lobby",,,"Tufts Medical Center - Top of Elevator 858",,,"Boston","Tufts Medical Center",
"327",,"Parkman Street",,"42.296156","-71.0614","Boston","Dorchester Ave @ Melville Ave","Dorchester Avenue"
"5844",,"Harmony Street",,"42.381875","-71.020555","Boston","Bennington St @ Curtis St","Bennington Street"
"node-haecl-congogplats-passage",,,"Haymarket - Top of stairs between mezzanine and Oak Grove platform",,,"Boston","Haymarket",
"5222",,"Ardale Street",,"42.293246","-71.137342","Boston","Centre St @ Ardale St","Centre Street"
"71618",,"Sumner Street",,"42.256336","-71.162993","Dedham","38 Washington St opp Sumner St","Washington Street"
"9306",,"Prospect Street",,"42.505569","-71.078406","Wakefield","North Ave @ Church St","North Avenue"
"8168",,"Page Road",,"42.353479","-71.208007","Newton","Walnut St @ Page Rd","Walnut Street"
"4349",,"Brandon Road",,"42.262474","-71.089566","Milton","Brook Rd @ Brandon Rd","Brook Road"
"6573",,,,"42.326594","-71.111284","Boston","S Huntington Ave @ VA Hospital","South Huntington Avenue"
"door-north-valentiexitw",,,"North Station - Valenti Way","42.36497","-71.059898","Boston","North Station - Valenti Way",
"node-state-bowdoinramp-nbplatform",,,"State - Bottom of ramp between Bowdoin platform and Oak Grove platform",,,"Boston","State",
"70102",,,"Quincy Center - Red Line - Alewife","42.251809","-71.005409","Quincy","Quincy Center",
"4371",,"Edgehill Road",,"42.251468","-71.055127","Milton","Pleasant St @ Lawrence Rd","Pleasant Street"
"node-knncl-nbsec-farepaid",,,"Kendall/MIT - Paid side of fare gates",,,"Cambridge","Kendall/MIT",
"node-tumnl-wash-fareunpaid",,,"Tufts Medical Center - Unpaid side of fare gates",,,"Boston","Tufts Medical Center",
"18144",,"Elder Road",,"42.303917","-71.235576","Needham","Webster St opp Elder Rd","Webster Street"
"node-436-platform",,,"Arlington - Bottom of westbound escalator",,,"Boston","Arlington",
"525",,"Wellington Hill Street",,"42.28537","-71.093181","Boston","Morton St @ Greendale Rd","Morton Street"
"node-andrw-farepaid",,,"Andrew - Paid side of fare gates",,,"Boston","Andrew",
"NHRML-0152",,,"Wilmington - Commuter Rail","42.546624","-71.174334","Wilmington","Wilmington",
"door-cedgr-fellsway",,,"Cedar Grove - Fellsway St","42.27971","-71.06036","Boston","Cedar Grove - Fellsway St",
"973",,"Market Street",,"42.349206","-71.15404","Boston","Washington St @ Market St","Washington Street"
"node-pktrm-cpwbstairs-rl",,,"Park Street - Bottom of stairs between Red Line center platform and Copley & West platform",,,"Boston","Park Street",
"5760",,"Fenno Street",,"42.406365","-71.014559","Revere","Broadway @ Beach St","Broadway"
"3387",,"Emerson Road",,"42.261736","-71.043101","Milton","Granite Ave opp Emerson Rd","Granite Avenue"
"6836",,"Trinity Avenue",,"42.469101","-70.935401","Lynn","Fayette St @ Trinity Ave","Fayette Street"
"8147",,"Elliot Street",,"42.312557","-71.221019","Newton","Oak St @ Elliot St","Oak Street"
"5230",,,,"42.305854","-71.12422","Boston","Centre St opp Louders Ln","Centre Street"
"3458",,"South Central Avenue",,"42.261898","-71.024802","Quincy","Beale St @ N Central Ave","Beale Street"
"place-conrd",,,,"42.347154","-71.038385","Boston","Silver Line Way",
"node-haecl-busolstair-green",,,"Haymarket - Top of stairs between busway lobby and Orange Line passageway",,,"Boston","Haymarket",
"70233",,,"Dean Road - Green Line - (C) Cleveland Circle","42.337807","-71.141753","Brookline","Dean Road",
"70155",,,"Copley - Green Line - Kenmore & West, (E) Heath Street","42.350126","-71.077376","Boston","Copley",
"2757",,"Brighton Street",,"42.38258","-71.078386","Boston","Cambridge St @ Brighton St","Cambridge Street"
"77244",,"School Street",,"42.3788","-71.246781","Waltham","Hammond St @ Columbus Ave","Hammond Street"
"7450",,"Dearborn Avenue",,"42.458786","-70.977128","Lynn","Summer St @ Dearborn Ave","Summer Street"
"node-923-platform",,,"Aquarium - Bottom of elevator between Bowdoin platform and Atlantic Avenue",,,"Boston","Aquarium",
"1750",,"Walden Street",,"42.326014","-71.104744","Boston","Heath St @ Walden St","Heath Street"
"70096",,,"JFK/UMass - Red Line - Alewife (from Braintree)","42.320434","-71.052215","Boston","JFK/UMass",
"6548",,"Milk Street",,"42.356837","-71.057414","Boston","Devonshire St @ Milk St","Devonshire Street"
"place-amory","Commonwealth Ave and Amory St, Boston, MA 02215",,,"42.350992","-71.114748","Boston","Amory Street",
"2880",,"Shore Drive",,"42.397237","-71.091127","Somerville","Mystic Ave @ Shore Dr","Mystic Avenue"
"5248",,"Buchanan Road",,"42.295993","-71.134235","Boston","Centre St @ Buchanan Rd","Centre Street"
"1923",,"Jersey Street",,"42.344621","-71.097778","Boston","Boylston St @ Jersey St","Boylston Street"
"node-wondl-oceanramp-bottom",,,"Wonderland - Street level of Ocean Ave ramp","42.413377","-70.990498","Revere","Wonderland",
"8182",,"Morse Street",,"42.362688","-71.192143","Watertown","Watertown St opp Morse St","Watertown Street"
"4186",,"West Street",,"42.169097","-71.045626","Randolph","N Main St @ West St","North Main Street"
"Boat-Quincy","Marina Bay near Squantum Point Park, Quincy, MA 02171",,"Quincy - Quincy Ferry","42.30132","-71.03201","Quincy","Quincy",
"node-sstat-bldgescdown-ground",,,"South Station - Top of escalators from Commuter Rail concourse",,,"Boston","South Station",
"9061",,"Spruce Street",,"42.433812","-71.043512","Malden","Salem St @ Spruce St","Salem Street"
"6528",,"Thompson Street",,"42.253519","-71.132125","Boston","Reservation Rd @ Thompson St","Reservation Road"
"250",,"Flaherty Way",,"42.339575","-71.055477","Boston","B St @ W 5th St","B Street"
"1679",,"Crossman Road",,"42.461377","-71.171197","Woburn","254 Cambridge Rd","Cambridge Street"
"55011",,,,"42.391021","-71.070228","Boston","Alford St @ MWRA Pump Station","Alford Street"
"3473",,"Wharf Street",,"42.269454","-71.06745","Milton","Adams St @ Wharf St","Adams Street"
"7907",,"Larchmont Lane",,"42.458073","-71.237239","Lexington","Bedford St @ Reed St","Bedford Street"
"18581",,"Ashfield Street",,"42.291142","-71.132098","Boston","Walter St opp Ashfield St","Walter Street"
"door-sdmnl-walley",,,"Suffolk Downs - Walley St","42.39064","-70.997388","Boston","Suffolk Downs - Walley St",
"3158",,"Ditmar Street",,"42.28633","-71.024886","Quincy","E Squantum @ Ditmar St","East Squantum Street"
"9070010",,"Ruggles Street","Ruggles - Orange Line Forest Hills Shuttle - Tremont St @ Ruggles St","42.335346","-71.088016","Boston","Ruggles - Tremont St @ Ruggles St","Tremont Street"
"1808",,,,"42.3471","-71.105198","Boston","Park Dr @ Beacon St","Park Drive"
"11244",,,,"42.326102","-71.062666","Boston","South Bay Mall @ Allstate Rd",
"70144",,,"Boston University Central - Green Line - Park Street & North","42.350013","-71.106902","Boston","Boston University Central",
"70268",,,"Milton - Mattapan Trolley - Ashmont","42.270308","-71.067289","Milton","Milton",
"place-FB-0143","14 Hill St, Norwood, MA 02062",,,"42.196857","-71.196688","Norwood","Norwood Depot",
"81651",,"Washington Park",,"42.349069","-71.20674","Newton","Walnut St @ Washington Pk","Walnut Street"
"node-chncl-oglower-lobby",,,"Chinatown - Bottom of stairs between lobby and landing",,,"Boston","Chinatown",
"node-398-rl",,,"South Station - Bottom of Escalator 398",,,"Boston","South Station",
"5098","Washington St and E Berkeley St, Boston, MA","East Berkeley Street","Washington St @ E Berkeley St - Silver Line - Nubian","42.343739","-71.066256","Boston","Washington St @ E Berkeley St","Washington Street"
"4824",,"Palmer Avenue",,"42.473987","-70.894142","Swampscott","Humphrey St @ Palmer Ave","Humphrey Street"
"4382",,"Alrick Road",,"42.254539","-71.028377","Quincy","Adams St @ Alrick Rd","Adams Street"
"2487",,"Ely Road",,"42.420017","-71.189071","Arlington","Appleton St @ Ely Rd","Appleton Street"
"111803",,"Centre Street",,"42.156685","-71.145661","Canton","Washington St @ Canton Center Station","Washington Street"
"609",,"La Grange Street",,"42.272872","-71.143932","Boston","Washington St @ Lagrange St","Washington Street"
"8671",,"Chamberlain Terrace",,"42.377556","-71.226086","Waltham","Main St @ Chamberlain Terr","Main Street"
"node-astao-folplatstair-lobby",,,"Assembly - Top of platform stairs for Foley Street","42.393071","-71.077278","Somerville","Assembly",
"7415",,,,"42.430745","-71.020858","Revere","Squire Rd opp Super Stop + Shop","Squire Road"
"3720",,"Dewey Road",,"42.232414","-70.974992","Braintree","Quincy Ave opp Dewey Rd","Quincy Avenue"
"70218",,,"Saint Paul Street - Green Line - Park Street & North","42.343118","-71.117498","Brookline","Saint Paul Street",
"71855",,"Dartmouth Street",,"42.348245","-71.076218","Boston","Stuart St @ Dartmouth St","Stuart Street"
"node-rbmnl-beachstair",,,"Revere Beach - Bottom of stairs for Beach Street","42.408327","-70.992529","Revere","Revere Beach",
"3900",,,,"42.155852","-71.008642","Holbrook","N Franklin St @ Jewel Rd","North Franklin Street"
"2691",,"Packard Avenue",,"42.402309","-71.12519","Somerville","Broadway opp Packard Ave","Broadway"
"node-andrw-nibstairs-lobby",,,"Andrew - Top of north inbound stairs",,,"Boston","Andrew",
"place-FB-0148","164 Broadway, Norwood, MA 02062",,,"42.188775","-71.199665","Norwood","Norwood Central",
"920",,"Washington Street",,"42.348903","-71.150156","Boston","Cambridge St @ Washington St","Cambridge Street"
"91852",,,"Needham Junction - West Parking Lot","42.273039","-71.237947","Needham","Needham Junction",
"7519",,"Putnam Street",,"42.452085","-71.017513","Saugus","Essex St @ Putnam St","Essex Street"
"FR-0451-01",,,"North Leominster - Commuter Rail - Track 1 (Outbound)","42.539017","-71.739186","Leominster","North Leominster",
"WR-0264-B2",,,"Lawrence - Commuter Rail Shuttle - Busway","42.701961","-71.152442","Lawrence","Lawrence - Busway",
"1780",,,,"42.337436","-71.104448","Boston","Longwood Ave @ Blackfan St","Longwood Avenue"
"node-aport-buses-farepaid",,,"Airport - Paid side of fare gates","42.374122","-71.030096","Boston","Airport",
"place-NHRML-0254","101 Thorndike St, Lowell, MA 01852",,,"42.63535","-71.314543","Lowell","Lowell",
"node-aqucl-wbatlanticstairs-lobby",,,"Aquarium - Top of stairs between platform and Atlantic Avenue",,,"Boston","Aquarium",
"51835",,"Clyde Street",,"42.318402","-71.14092","Brookline","Lee St @ Sears Rd","Lee Street"
"5788",,"School Street",,"42.408978","-71.008839","Revere","Central Ave @ School St","Central Avenue"
"4240",,"Centre Street",,"42.14449","-71.041408","Randolph","S Main St @ Centre St","South Main Street"
"7548",,,,"42.445043","-71.028216","Melrose","Broadway @ A St","Broadway"
"5211",,"Gertrude Road",,"42.280761","-71.148451","Boston","Park St opp Gertrude Rd","Park Street"
"node-702-lobby",,,"Wonderland - Lobby level of garage elevator","42.413499","-70.991905","Revere","Wonderland",
"2792",,"Deforest Street",,"42.271001","-71.131905","Boston","Poplar St @ Deforest St","Poplar Street"
"75791",,"Waverley Street",,"42.38166","-71.201237","Waltham","Warren St @ Webster Rd","Warren Street"
"2510",,,,"42.379996","-71.096698","Somerville","Somerville Ave @ Union Square","Somerville Avenue"
"70242",,,"Symphony - Green Line - Park Street & North","42.342687","-71.085056","Boston","Symphony",
"node-symcl-eb-fareunpaid",,,"Symphony - Unpaid side of fare gates",,,"Boston","Symphony",
"45834",,"Gordan Road",,"42.418603","-71.018902","Revere","Cushman Ave @ Newhall St","Cushman Avenue"
"246",,,,"42.344167","-71.039113","Boston","Summer St @ Pappas Way","Summer Street"
"door-wondl-oceannele",,,"Wonderland - Ocean Ave North Elevator","42.413537","-70.990558","Revere","Wonderland - Ocean Ave North Elevator",
"place-pktrm","Tremont St and Winter St, Boston, MA 02108",,,"42.356395","-71.062424","Boston","Park Street",
"5620",,"Forsyth Street",,"42.398055","-71.030839","Chelsea","Washington Ave @ Cary Ave","Washington Avenue"
"962",,"Linden Street",,"42.352908","-71.130286","Boston","Brighton Ave @ Linden St","Brighton Avenue"
"node-tumnl-tre-farepaid",,,"Tufts Medical Center - Paid side of fare gates",,,"Boston","Tufts Medical Center",
"76479",,"Walk Hill Street",,"42.296076","-71.116079","Boston","Hyde Park Ave @ Walk Hill St","Hyde Park Avenue"
"15970",,"Converse Lane",,"42.446076","-71.071749","Melrose","Pleasant St opp Converse Ln","Pleasant Street"
"door-fldcr-busway",,,"Fields Corner - Busway, Street","42.300019","-71.061475","Boston","Fields Corner - Busway, Street",
"3216",,"Felton Street",,"42.274369","-71.023884","Quincy","Billings Rd @ Felton St","Billings Road"
"1617",,"Margaretta Drive",,"42.257205","-71.146429","Boston","Opp 67 Crown Point Dr","Crown Point Drive"
"1552",,"Cypress Street",,"42.324798","-71.121275","Brookline","High St @ Cypress St","High Street"
"5983",,"Frances Street",,"42.449478","-71.07064","Melrose","Pleasant St @ Frances St","Pleasant Street"
"6717",,"Central Street",,"42.484","-71.011385","Saugus","Walnut St opp Central St","Walnut Street"
"17591",,"Newhall Avenue",,"42.464471","-71.014587","Saugus","56 Main St","Main Street"
"1574",,"Moreland Street",,"42.322776","-71.076673","Boston","Blue Hill Ave @ Moreland St","Blue Hill Avenue"
"6208",,"Vine Street",,"42.464335","-71.018868","Saugus","Main St @ Vine St","Main Street"
"WML-0177-B0",,,"Natick Center - Commuter Rail Outbound Shuttle - South Ave opp Adams St","42.28535","-71.3469","Natick","Natick Center - South Ave opp Adams St","South Avenue"
"3344",,"Badgers Lane",,"42.245476","-71.030007","Quincy","Copeland St @ Badgers Ln","Copeland Street"
"2598",,"Linden Street",,"42.378506","-71.09271","Somerville","Somerville Ave @ Linden St","Somerville Avenue"
"70090",,,"Fields Corner - Red Line - Alewife","42.299935","-71.061945","Boston","Fields Corner",
"5692",,"Chelsea Place",,"42.405534","-71.052426","Everett","Chelsea St @ Chelsea Pl","Chelsea Street"
"node-808-gl",,,"Park Street - Top of elevator between Red Line and Government Center & North platform, Winter Street Concourse",,,"Boston","Park Street",
"6841",,"Eastern Avenue",,"42.473682","-70.927676","Lynn","Timson St @ Eastern Ave","Timson Street"
"1939",,"Greenough Avenue",,"42.309949","-71.115345","Boston","775 Centre St","Centre Street"
"25982",,,,"42.463444","-71.091729","Stoneham","Pond St opp Stone Zoo","Pond Street"
"place-matt","500 River St, Boston, MA 02126",,,"42.26762","-71.092486","Boston","Mattapan",
"2920",,"Seaver Street",,"42.30431","-71.082426","Boston","Columbia Rd @ Seaver St","Columbia Road"
"4712",,"Oak Island Street",,"42.425253","-70.986172","Revere","N Shore Rd @ Oak Island St","North Shore Road"
"node-eliot-boyle-bridge",,,"Eliot - Top of ramp to eastbound Boylston Street","42.318272","-71.215228","Newton","Eliot",
"4927",,"Aborn Street",,"42.521226","-70.926143","Peabody","Washington St @ Aborn St","Washington Street"
"4222",,"Woodland Parkway",,"42.150475","-71.04427","Randolph","S Main St @ Stoughton St","South Main Street"
"door-eliot-meredith",,,"Eliot - Meredith Ave","42.319024","-71.216831","Newton","Eliot - Meredith Ave",
"door-balsq-broadway",,,"Ball Square - Broadway","42.399533","-71.110737","Medford","Ball Square - Broadway",
"node-437-lobby",,,"Ashmont - Top of escalator from Red Line platform to Peabody Square, busway","42.284978","-71.064163","Boston","Ashmont",
"door-chels-crnorthever",,,"Chelsea - Everett Ave, Silver Line - SL3","42.396899","-71.04015","Chelsea","Chelsea - Everett Ave, Silver Line - SL3",
"16498",,"Collins Street",,"42.270468","-71.120666","Boston","Hyde Park Ave @ Metropolitan Ave","Hyde Park Avenue"
"6",,"Harrison Avenue",,"42.332016","-71.079576","Boston","Melnea Cass Blvd @ Harrison Ave","Melnea Cass Boulevard"
"4474",,"Victory Road",,"42.48655","-70.939816","Lynn","Western Ave opp Victory Rd","Western Avenue"
"70500",,,"Lechmere - Water St Busway","42.371962","-71.07752","Cambridge","Lechmere",
"door-knncl-sbcarleton",,,"Kendall/MIT - Carleton St","42.362005","-71.086255","Cambridge","Kendall/MIT - Carleton St",
"5628",,"Garfield Avenue",,"42.405285","-71.029993","Chelsea","Sagamore Ave @ Garfield Ave","Sagamore Avenue"
"7891",,"Roberts Drive",,"42.487656","-71.266435","Bedford","Great Rd @ Roberts Dr","The Great Road"
"266",,"M Street",,"42.331439","-71.033352","Boston","E 8th St @ M St","East Eighth Street"
"FR-0451-B",,,"North Leominster - Commuter Rail Shuttle - Busway","42.538727","-71.739104","Leominster","North Leominster - Busway",
"86940",,"Harvard Street",,"42.376184","-71.243664","Waltham","Main St @ Harvard St","Main Street"
"3052",,"Woodbine Street",,"42.268787","-71.017837","Quincy","Hancock St @ Willet St","Hancock Street"
"21158",,"Plympton Street",,"42.339855","-71.069091","Boston","Harrison Ave opp Plympton St","Harrison Avenue"
"85618",,"Main Street",,"42.147068","-71.251994","Walpole","935 East St","East Street"
"node-sdmnl-pob-platform",,,"Suffolk Downs - Bottom of ramp for Wonderland platform","42.390396","-70.997086","Boston","Suffolk Downs",
"4035",,"Emerald Avenue",,"42.202928","-71.024","Braintree","Granite St @ Lundquist Dr","Granite Street"
"59618",,"Cottage Street East",,"42.193915","-71.200888","Norwood","Washington St @ Cottage St","Washington Street"
"7516",,"Staaf Road",,"42.448828","-71.01102","Saugus","Essex St @ Staaf Rd","Essex Street"
"FR-0361-01",,,"Ayer - Commuter Rail - Track 1","42.559074","-71.588476","Ayer","Ayer",
"4570",,"Bartholomew Street",,"42.512898","-70.980737","Peabody","Lynnfield St @ Bartholomew St","Lynnfield Street"
"NB-0072-B1",,,"Bellevue - Commuter Rail Boston Shuttle - Belgrade Ave @ Iona St","42.285984","-71.145019","Boston","Bellevue - Belgrade Ave @ McCraw St",
"3893",,"Damon Avenue",,"42.164464","-71.006941","Holbrook","N Franklin St opp Damon Ave","North Franklin Street"
"7178",,"Simon Street",,"42.559243","-70.882538","Beverly","Cabot St opp Simon St","Cabot Street"
"node-orhte-sara-fareunpaid",,,"Orient Heights - Unpaid side of fare gates","42.386891","-71.004446","Boston","Orient Heights",
"DB-2230",,,"Morton Street - Commuter Rail","42.280994","-71.085475","Boston","Morton Street",
"1242",,"Jefferson Street",,"42.348777","-71.066481","Boston","Tremont St @ Charles St S","Tremont Street"
"node-957-lobby",,,"Fields Corner - Bottom of elevator for Alewife platform","42.30014","-71.061747","Boston","Fields Corner",
"node-920-lobby",,,"Prudential - Top of elevator between Heath Street platform and lobby",,,"Boston","Prudential",
"1114",,"North Harvard Street",,"42.357758","-71.126505","Boston","Cambridge St @ N Harvard St","Cambridge Street"
"7960",,"Thomas Street",,"42.434309","-71.175483","Arlington","Forest St @ Thomas St","Forest Street"
"41111",,,,"42.319029","-71.045472","Boston","250 Mt Vernon St @ Geiger Gibson Health Center","Mount Vernon Street"
"2347",,"Staunton Road",,"42.401311","-71.162861","Belmont","Cross St @ Staunton Rd","Cross Street"
"6607",,,,"42.456421","-70.937571","Nahant","Lynnway Rotary @ Nahant Rd","Nahant Circle"
"2700",,"Medford Street",,"42.397203","-71.104096","Somerville","Broadway @ Medford St - Magoun Sq","Broadway"
"2189",,"Washington Street",,"42.387126","-71.161003","Belmont","Bright Rd @ Washington St","Bright Road"
"node-grnst-844-lobby",,,"Green Street - Top of Elevator 844","42.31037","-71.107662","Boston","Green Street",
"15976",,"Cleveland Street",,"42.4537","-71.07485","Melrose","Wyoming Ave @ Cleveland St","West Wyoming Avenue"
"14717",,"Beach Street",,"42.409782","-71.002099","Revere","American Legion Hwy @ Beach St - Bell Circle","American Legion Highway"
"74635",,,"Box District - Silver Line - SL3 Chelsea","42.394168","-71.028452","Chelsea","Box District","Chelsea Busway"
"8460",,"The Great Road",,"42.488997","-71.27168","Bedford","Loomis St @ Great Rd","Loomis Street"
"16683",,"Mayfair Street",,"42.490891","-70.958627","Lynn","Broadway @ Mayfair St","Broadway"
"969",,"Dustin Street",,"42.350864","-71.145539","Boston","Cambridge St @ Dustin St","Cambridge Street"
"8679",,"Longfellow Road",,"42.373561","-71.207022","Watertown","Main St opp Longfellow Rd","Main Street"
"node-forhl-crstairs-lobby",,,"Forest Hills - Top of Commuter Rail stairs","42.300807","-71.113842","Boston","Forest Hills",
"node-alfcl-wgaragestairs-fourth",,,"Alewife - Fourth floor of stairs between concourse and fifth floor of garage","42.395511","-71.142221","Cambridge","Alewife",
