direction_destinations
"Central Wharf"
"Turkey Hill"
"Elm Street"
"Oak Grove"
"Braintree Station"
"Harvard Station"
"Federal Street & Franklin Street"
"Cobbs Corner"
"Woodlawn"
"Medford Square"
"Nubian Station"
"Back Bay Station"
"North Waltham"
"University Park"
"South Shore Plaza"
"Forge Park/495 or Foxboro"
"South Station"
"Harvard"
"Stoughton or Wickford Junction"
"Kendall/MIT Station"
"Millennium Park or VA Hospital"
"Government Center"
"Kenmore Station"
"Watertown Yard"
"Brighton Center"
"Reading Depot"
"Wolcott or Cleary Square"
"Orient Heights Station"
"Clarendon Hill or Arlington Center"
"Forest Hills Station"
"Long Wharf"
"Lowell"
"Hingham or Hull"
"Arlmont Village"
"West Medford or Arlington Center"
"Beth Israel Deaconess Hospital"
"Needham Junction"
"Kingston"
"Watertown Square"
"North Woburn"
"North Burlington"
"Wonderland Station"
"Boston College"
"Quincy"
"Centre Street & Eliot Street"
"Park Street Station"
"Waltham Highlands"
"Spring Hill"
"Clarendon Hill or Davis Station"
"Waverley Square"
"Cleveland Circle"
"Pemberton Point, Hull"
"Haymarket or Wonderland Station"
"Waltham Center"
"Baker Street & Vermont Street"
"Market Basket"
"Clarendon Hill"
"Eastern Avenue & Essex Street"
"East Weymouth"
"Harvard Square"
"Arlington Center"
"Nahant"
"Copley Square"
"Georgetowne"
"South Station or Foxboro"
"Squantum"
"Worcester"
"Roslindale Square"
"Davis Station"
"Otis Street & Summer Street"
"Bedford VA Hospital"
"Airport Station"
"Lewis Mall Wharf"
"City Point"
"Haymarket Station"
"Blossom Street Pier"
"Melrose Highlands"
"Linden Square"
"Newburyport or Rockport"
"Winthrop"
"Norfolk Street Loop"
"Wakefield Avenue & Truman Parkway"
"Market Place Drive or Waltham Center"
"Design Center"
"Redstone Shopping Center"
"North Station"
"Newton Corner"
"Houghs Neck"
"Jeffries Point"
"Dedham Mall or Stimson Street"
"Chelsea Station"
"Lechmere Station"
"Riverside Station"
"River Street & Milton Street"
"Montello Station"
"Rindge Avenue"
"Kenmore or Ruggles Station"
"Silver Line Way"
"Third Avenue"
"Broadway Station"
"Liberty Tree Mall"
"Foxboro or Providence"
"Weymouth Landing"
"Columbian Square"
"Wood Island Station"
"Point Shirley"
"Arlington Heights"
"JFK/UMass Station"
"Central Square, Cambridge"
"Wellington Station"
"Riverside"
"Avon Square"
"Wren Street"
"Beachmont Station"
"Woodland Road"
"Northgate Shopping Center"
"Hingham Depot"
"Cleary Square"
"Forest Hills"
"Roberts"
"Andrew Station"
"North Beverly Station"
"Central Square, Lynn"
"Ashmont"
"Kennedy Drive or Jack Satter House"
"Downtown"
"Mattapan"
"Wachusett"
"Marblehead"
"Fields Corner Loop"
"Salem Depot"
"Union Square"
"Fall River or New Bedford"
"Ashmont/Braintree"
"Belmont Center"
"Wonderland or Haymarket Station"
"Chestnut Hill"
"Andrew Station or Harbor Point"
"State Street, Boston"
"Wonderland"
"Lebanon Loop"
"Fairmount"
"West Fenway"
"Assembly Row"
"Haverhill"
"Holbrook/Randolph Station"
"Quincy Center Station"
"Mattapan Station"
"Bowdoin"
"Fields Corner Station"
"Oak Square"
"University Park or Kendall/MIT Station"
"Malden Center Station"
"Jackson Square Station"
"Chauncy Street & Summer Street"
"Saugus Center"
"Greenbush"
"Medford/Tufts"
"Ashmont Station"
"Logan Airport Terminals"
"Sullivan Square Station"
"Harbor Point"
"Temple Place"
"Ruggles Station"
"Lincoln Lab"
"Dedham Square"
"Walpole Center"
"Bedford Woods Drive"
"Oaklandvale"
"Heath Street"
"Needham Heights"
"Charlestown"
"Reservoir Station"
"Alewife Station"
"Fields Corner Station or St Peter's Square"
"Alewife"
"Maverick Station"
"Station Street, Hingham"
"Long Wharf or Rowes Wharf"
"Franklin Park"
"Dedham Mall"
