id,label,bearing,current_stop_sequence,direction_id,longitude,latitude,speed,updated_at,current_status,route_id,stop_id
"y1763","1763","353","11","1","-71.06666372","42.35033619","None","2025-05-01T19:46:10-04:00","IN_TRANSIT_TO","","","43","1241"
"1707","1707","330","150","0","-71.73619842529297","42.535400390625","8.9","2025-05-01T19:45:40-04:00","IN_TRANSIT_TO","","","CR-Fitchburg","FR-0451-01"
"y1903","1903","129","6","0","-71.03981108","42.34465615","None","2025-05-01T19:46:09-04:00","STOPPED_AT","","","7","244"
"y0819","0819","168","1","0","-71.0049891","42.25179171","None","2025-05-01T19:46:11-04:00","STOPPED_AT","","","230","32003"
"y1917","1917","210","16","0","-71.06623286","42.31609935","None","2025-05-01T19:46:09-04:00","IN_TRANSIT_TO","","","15","1504"
"y0760","0760","332","31","1","-71.00795788","42.25732686","None","2025-05-01T19:46:09-04:00","IN_TRANSIT_TO","","","225","32001"
"y1302","1302","135","7","1","-71.04073","42.34832","None","2025-05-01T19:45:20-04:00","IN_TRANSIT_TO","","","743","74614"
"y3347","3347","90","24","1","-71.00577","42.40544","None","2025-05-01T19:45:35-04:00","STOPPED_AT","","","119","5805"
"y1254","1254","148","2","0","-71.089664639","42.33468637","None","2025-05-01T19:46:08-04:00","IN_TRANSIT_TO","","","28","11257"
"y3130","3130","213","29","1","-71.05633507","42.406405839","None","2025-05-01T19:46:07-04:00","STOPPED_AT","","","110","5496"
"y0792","0792","28","49","0","-70.95190228","42.26969165","None","2025-05-01T19:46:10-04:00","STOPPED_AT","","","216","3261"
"y1906","1906","225","1","1","-71.09939","42.32353","None","2025-05-01T19:46:04-04:00","STOPPED_AT","","","44","11531"
"R-5482BBDE","1904","130","70","0","-71.06265","42.35648","None","2025-05-01T19:45:16-04:00","STOPPED_AT","","","Red","70075"
"1828","1828","None","110","1","-71.0658187866211","42.34703063964844","None","2025-05-01T19:45:42-04:00","IN_TRANSIT_TO","","","CR-Needham","NEC-2287"
"y1422","1422","186","57","1","-71.09236684","42.40954676","None","2025-05-01T19:46:09-04:00","IN_TRANSIT_TO","","","134","49157"
"y1776","1776","0","1","1","-71.0399","42.31657","None","2025-05-01T19:46:04-04:00","STOPPED_AT","","","8","111"
"G-10335","3260","270","8","0","-71.08819","42.26782","8.6","2025-05-01T19:46:07-04:00","INCOMING_AT","","","Mattapan","70275"
"y1947","1947","279","13","0","-71.13590149","42.40090026","None","2025-05-01T19:45:24-04:00","STOPPED_AT","","","77","2274"
"y1290","1290","217","12","0","-71.08195499","42.33176623","None","2025-05-01T19:46:09-04:00","IN_TRANSIT_TO","","","751","64"
"y1629","1629","182","39","1","-71.12919324","42.28579979","None","2025-05-01T19:45:29-04:00","STOPPED_AT","","","51","795"
"y1783","1783","286","19","1","-71.060766689","42.33024932","None","2025-05-01T19:46:09-04:00","IN_TRANSIT_TO","","","10","11241"
"B-5482D646","0751","55","70","1","-71.00469","42.38688","None","2025-05-01T19:45:52-04:00","STOPPED_AT","","","Blue","70052"
"1853","1853","100","110","1","-71.14025115966797","42.35731506347656","14.8","2025-05-01T19:45:44-04:00","STOPPED_AT","","","CR-Worcester","WML-0035-02"
"G-10143","3915-3900","315","150","0","-71.101","42.34936","4.2","2025-05-01T19:46:10-04:00","INCOMING_AT","","","Green-B","70147"
"ynk223","223","320","None","None","-71.03657626","42.33753641","None","2025-05-01T19:44:18-04:00","IN_TRANSIT_TO","","","Shuttle-Generic",""
"O-5482D39F","1464","175","30","0","-71.07761","42.39473","None","2025-05-01T19:46:05-04:00","INCOMING_AT","","","Orange","70278"
"y1601","1601","262","16","1","-71.11162341","42.30148404","None","2025-05-01T19:46:10-04:00","IN_TRANSIT_TO","","","31","875"
"y1694","1694","180","26","0","-71.08522354","42.30364651","None","2025-05-01T19:45:39-04:00","STOPPED_AT","","","14","415"
"y2002","2002","290","8","1","-71.008622869","42.40893224","None","2025-05-01T19:46:09-04:00","STOPPED_AT","","","110","5788"
"y1705","1705","64","6","1","-71.10455272","42.30940269","None","2025-05-01T19:46:08-04:00","IN_TRANSIT_TO","","","42","5236"
"y1332","1332","303","1","0","-71.05635141","42.35078348","None","2025-05-01T19:44:46-04:00","STOPPED_AT","","","741","74611"
"y1796","1796","0","34","1","-71.07525","42.34599","None","2025-05-01T19:46:07-04:00","IN_TRANSIT_TO","","","10","11384"
"y3282","3282","59","25","0","-71.13543232","42.35440289","None","2025-05-01T19:46:06-04:00","IN_TRANSIT_TO","","","66","1112"
"y1799","1799","135","2","0","-71.0901","42.3351","None","2025-05-01T19:46:09-04:00","IN_TRANSIT_TO","","","44","11257"
"R-5482D370","1811","150","170","0","-71.06382","42.28456","None","2025-05-01T19:45:50-04:00","STOPPED_AT","","","Red","70093"
"y2062","2062","328","13","0","-71.11350713","42.38573993","None","2025-05-01T19:46:08-04:00","IN_TRANSIT_TO","","","87","2622"
"y1784","1784","141","3","0","-71.09499371","42.33106285","None","2025-05-01T19:46:07-04:00","STOPPED_AT","","","22","1258"
"y3246","3246","260","11","0","-71.13411426","42.353307309","None","2025-05-01T19:46:09-04:00","STOPPED_AT","","","57","964"
"B-5482D376","0700","170","20","0","-70.99231","42.40633","None","2025-05-01T19:45:52-04:00","INCOMING_AT","","","Blue","70055"
"y1322","1322","180","1","1","-71.025271","42.361472","None","2025-05-01T19:46:08-04:00","STOPPED_AT","","","741","17091"
"1833","1833","None","110","1","-71.07555389404297","42.347564697265625","4.9","2025-05-01T19:45:42-04:00","STOPPED_AT","","","CR-Worcester","WML-0012-05"
"G-10378","3920-3905","45","90","1","-71.13158","42.35013","5.2","2025-05-01T19:46:02-04:00","STOPPED_AT","","","Green-B","70130"
"G-10289","3702-3824","105","560","1","-71.08758","42.34802","None","2025-05-01T19:45:59-04:00","INCOMING_AT","","","Green-D","70152"
"y1840","1840","284","6","0","-71.08433435","42.3295892","None","2025-05-01T19:46:04-04:00","STOPPED_AT","","","15","64000"
"y1325","1325","309","1","0","-71.05540138","42.35248277","None","2025-05-01T19:45:39-04:00","STOPPED_AT","","","742","74611"
"y1901","1901","216","36","0","-71.062600309","42.3260234","None","2025-05-01T19:46:11-04:00","STOPPED_AT","","","8","11244"
"G-10363","3677-3866","285","120","0","-71.08631","42.34791","None","2025-05-01T19:45:56-04:00","STOPPED_AT","","","Green-D","70153"
"y1779","1779","225","5","0","-71.10235","42.34362","None","2025-05-01T19:46:08-04:00","STOPPED_AT","","","65","1520"
"y0882","0882","270","1","1","-71.0766544","42.4026962","None","2025-05-01T19:44:18-04:00","STOPPED_AT","","","112","52716"
"y3320","3320","45","2","0","-71.03898","42.36987","None","2025-05-01T19:46:07-04:00","IN_TRANSIT_TO","","","116","5742"
"y3102","3102","24","15","0","-70.96928866","42.4595252","None","2025-05-01T19:46:11-04:00","STOPPED_AT","","","455","4522"
"y0778","0778","135","1","1","-70.8843955","42.2441404","None","2025-05-01T19:46:08-04:00","STOPPED_AT","","","220","3582"
"y1306","1306","318","6","0","-71.0228452","42.38326797","None","2025-05-01T19:46:10-04:00","IN_TRANSIT_TO","","","743","74637"
"y0884","0884","322","56","0","-71.158073259","42.50149261","None","2025-05-01T19:46:08-04:00","IN_TRANSIT_TO","","","134","9134"
"y0871","0871","270","1","0","-71.1217238","42.3966085","None","2025-05-01T19:46:04-04:00","STOPPED_AT","","","94","5104"
"y0762","0762","180","1","1","-71.0414587","42.1616626","None","2025-05-01T19:45:36-04:00","STOPPED_AT","","","238","4277"
"y1610","1610","0","1","0","-71.11441","42.29951","None","2025-05-01T19:45:27-04:00","STOPPED_AT","","","34","10642"
"y1262","1262","135","16","0","-71.08276446","42.30967076","None","2025-05-01T19:45:34-04:00","IN_TRANSIT_TO","","","28","413"
"y1214","1214","128","2","0","-71.09238878","42.33121416","None","2025-05-01T19:46:09-04:00","STOPPED_AT","","","28","11257"
"G-10230","3861-3684","90","410","1","-71.12112","42.33149","10.1","2025-05-01T19:46:06-04:00","INCOMING_AT","","","Green-D","70180"
"1837","1837","15","80","1","-71.02751922607422","42.15599822998047","15.6","2025-05-01T19:45:40-04:00","STOPPED_AT","","","CR-NewBedford","MM-0150-S"
"G-10407","3916-3921","30","610","1","-71.06243","42.35614","None","2025-05-01T19:44:40-04:00","IN_TRANSIT_TO","","","Green-D","70201"
"y3291","3291","237","17","0","-71.151973929","42.34907047","None","2025-05-01T19:46:04-04:00","STOPPED_AT","","","57","972"
"y1643","1643","317","14","1","-71.13371258","42.28119466","None","2025-05-01T19:46:08-04:00","STOPPED_AT","","","40","633"
"O-5482CE5E","1508","20","180","1","-71.07428","42.42668","None","2025-05-01T19:45:22-04:00","STOPPED_AT","","","Orange","70035"
"y2054","2054","180","18","1","-71.11075503","42.41376849","None","2025-05-01T19:46:05-04:00","STOPPED_AT","","","101","5290"
"y1869","1869","270","5","0","-71.06975","42.35139","None","2025-05-01T19:46:04-04:00","IN_TRANSIT_TO","","","501","177"
"y1849","1849","284","6","0","-71.0843445","42.32964933","None","2025-05-01T19:46:09-04:00","IN_TRANSIT_TO","","","44","64000"
"y1696","1696","195","10","0","-71.09243517","42.281529489","None","2025-05-01T19:46:10-04:00","STOPPED_AT","","","31","1713"
"y1942","1942","297","16","0","-71.06387296","42.37950557","None","2025-05-01T19:46:08-04:00","STOPPED_AT","","","93","2863"
"y1792","1792","292","10","1","-71.08469049","42.29395656","None","2025-05-01T19:46:08-04:00","IN_TRANSIT_TO","","","22","378"
"y1293","1293","210","11","0","-71.080892869","42.33327142","None","2025-05-01T19:46:06-04:00","IN_TRANSIT_TO","","","749","61"
"y1988","1988","172","1","0","-71.07668402","42.403051019","None","2025-05-01T19:46:09-04:00","STOPPED_AT","","","110","52713"
"y1936","1936","159","18","1","-71.12117428","42.39406572","None","2025-05-01T19:46:10-04:00","IN_TRANSIT_TO","","","87","2583"
"1847","1847","None","60","0","-70.86881256103516","42.244956970214844","None","2025-05-01T19:45:29-04:00","STOPPED_AT","","","CR-Greenbush","GRB-0183-S"
"y3318","3318","120","52","1","-70.94346041","42.46247623","None","2025-05-01T19:46:10-04:00","IN_TRANSIT_TO","","","436","14748"
"G-10157","3639-3859","35","610","1","-71.05945","42.35927","None","2025-05-01T19:44:18-04:00","STOPPED_AT","","","Green-C","70201"
"G-10037","3864-3608","301","690","1","-71.10163","42.39018","17.1","2025-05-01T19:46:09-04:00","INCOMING_AT","","","Green-E","70507"
"y2019","2019","311","15","0","-71.13894975","42.40312498","None","2025-05-01T19:46:11-04:00","STOPPED_AT","","","77","2275"
"y1671","1671","11","12","1","-71.08973424","42.28909072","None","2025-05-01T19:46:10-04:00","IN_TRANSIT_TO","","","29","1734"
"y1699","1699","45","61","1","-71.15726","42.26093","None","2025-05-01T19:46:04-04:00","STOPPED_AT","","","34E","621"
